jurisdiction,year,quarter,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,num_inmate_assaults_on_staff,money_spent_medication_last_qtr,money_spent_psych_med_last_qtr,avg_length_stay_all_releases,avg_length_stay_pretrial_release,avg_length_stay_sentnced_release,num_inmate_are_3rd_striker,num_inmate_are_2nd_striker,num_unserved_felony_warrants,num_unserved_misdemean_warrants,percent_inmates_illegal_alien
Napa Corrections Department,1997,2,Napa County,06,055,06055,2,NA,NA,NA,NA,NA,NA,NA,5000,15000,0
Nevada Sheriff's Department,1997,2,Nevada County,06,057,06057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Orange Sheriff's Department,1997,2,Orange County,06,059,06059,3,NA,NA,NA,NA,NA,159,163,14846,205869,8.4
Placer Sheriff's Department,1997,2,Placer County,06,061,06061,0,NA,NA,NA,NA,NA,4,6,733,14223,NA
Plumas Sheriff's Department,1997,2,Plumas County,06,063,06063,0,NA,NA,NA,NA,NA,0,0,126,682,0
Riverside Sheriff's Department,1997,2,Riverside County,06,065,06065,9,NA,NA,NA,NA,NA,14,24,9263,159049,13.03
Sacramento Sheriff's Department,1997,2,Sacramento County,06,067,06067,8,NA,NA,NA,NA,NA,117,149,5303,71280,5
San Benito Sheriff's Department,1997,2,San Benito County,06,069,06069,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
San Bernardino Sheriff's Department,1997,2,San Bernardino County,06,071,06071,6,NA,NA,NA,NA,NA,104,209,10487,51065,12
San Diego Probation Department,1997,2,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,0,0,0,0,5.6
San Diego Sheriff's Department,1997,2,San Diego County,06,073,06073,10,NA,NA,NA,NA,NA,15,54,15010,44295,0
San Diego Work Furlough,1997,2,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,0,0,0,0,0
San Francisco Sheriff's Department,1997,2,San Francisco County,06,075,06075,15,NA,NA,NA,NA,NA,NA,NA,329,138,NA
San Joaquin Sheriff's Department,1997,2,San Joaquin County,06,077,06077,0,NA,NA,NA,NA,NA,23,52,NA,NA,11
San Luis Obispo Sheriff's Department,1997,2,San Luis Obispo County,06,079,06079,0,NA,NA,NA,NA,NA,1,3,912,21831,5
San Mateo Sheriff's Department,1997,2,San Mateo County,06,081,06081,3,NA,NA,NA,NA,NA,53,148,NA,NA,4.1
Santa Barbara Sheriff's Department,1997,2,Santa Barbara County,06,083,06083,1,NA,NA,NA,NA,NA,6,10,1468,18537,24
Santa Clara Probation Department,1997,2,Santa Clara County,06,085,06085,0,NA,NA,NA,NA,NA,0,0,0,0,NA
Santa Clara Sheriff's Office,1997,2,Santa Clara County,06,085,06085,19,NA,NA,NA,NA,NA,222,NA,NA,NA,NA
Santa Cruz Sheriff's Department,1997,2,Santa Cruz County,06,087,06087,0,NA,NA,NA,NA,NA,8,24,10014.5,10014.5,2
Shasta Sheriff's Department,1997,2,Shasta County,06,089,06089,2,NA,NA,NA,NA,NA,9,23,896,5021,2
Siskiyou Sheriff's Department,1997,2,Siskiyou County,06,093,06093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solano Sheriff's Department,1997,2,Solano County,06,095,06095,12,NA,NA,NA,NA,NA,11,4,11000,0,5
Sonoma Sheriff's Department,1997,2,Sonoma County,06,097,06097,7,NA,NA,NA,NA,NA,3,43,1320,28519,5
Stanislaus Sheriff's Department,1997,2,Stanislaus County,06,099,06099,0,NA,NA,NA,NA,NA,32,NA,NA,NA,4
Sutter Sheriff's Department,1997,2,Sutter County,06,101,06101,2,NA,NA,NA,NA,NA,4,20,256,4303,30
Tehama Sheriff's Department,1997,2,Tehama County,06,103,06103,0,NA,NA,NA,NA,NA,1,NA,NA,NA,23
Trinity Sheriff's Department,1997,2,Trinity County,06,105,06105,0,NA,NA,NA,NA,NA,2,1,113,1383,0
Tulare Sheriff's Department,1997,2,Tulare County,06,107,06107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,1997,2,Tuolumne County,06,109,06109,0,NA,NA,NA,NA,NA,4,6,214,2203,0
Ventura Sheriff's Department,1997,2,Ventura County,06,111,06111,0,NA,NA,NA,NA,NA,16,12,2446,86064,4
Ventura Work Furlough,1997,2,Ventura County,06,111,06111,0,NA,NA,NA,NA,NA,0,0,0,0,0
Yolo Sheriff's Department,1997,2,Yolo County,06,113,06113,1,NA,NA,NA,NA,NA,NA,NA,756,3600,1
Yuba Sheriff's Department,1997,2,Yuba County,06,115,06115,0,NA,NA,NA,NA,NA,6,27,48,230,0
Alameda Sheriff's Department,1997,1,Alameda County,06,001,06001,18,NA,NA,NA,NA,NA,272,190,4867,35586,3
Amador Sheriff's Department,1997,1,Amador County,06,005,06005,0,NA,NA,NA,NA,NA,4,4,NA,NA,0
Butte Sheriff's Department,1997,1,Butte County,06,007,06007,0,NA,NA,NA,NA,NA,NA,NA,360,4478,0
Calaveras Sheriff's Department,1997,1,Calaveras County,06,009,06009,0,NA,NA,NA,NA,NA,NA,NA,159,4515,0
Colusa Sheriff's Department,1997,1,Colusa County,06,011,06011,0,NA,NA,NA,NA,NA,0,0,NA,NA,6
Del Norte Sheriff's Department,1997,1,Del Norte County,06,015,06015,0,NA,NA,NA,NA,NA,4,18,33,161,0
El Dorado Sheriff's Department,1997,1,El Dorado County,06,017,06017,0,NA,NA,NA,NA,NA,0,0,0,0,1
Glenn Sheriff's Department,1997,1,Glenn County,06,021,06021,0,NA,NA,NA,NA,NA,0,0,357,4726,1.1
Humboldt Sheriff's Department,1997,1,Humboldt County,06,023,06023,0,NA,NA,NA,NA,NA,3,NA,657,22350,0
Imperial Sheriff's Department,1997,1,Imperial County,06,025,06025,0,NA,NA,NA,NA,NA,2,5,NA,NA,21
Inyo Sheriff's Department,1997,1,Inyo County,06,027,06027,0,NA,NA,NA,NA,NA,0,2,NA,NA,3
Kern Sheriff's Department,1997,1,Kern County,06,029,06029,5,NA,NA,NA,NA,NA,NA,NA,4423,42193,NA
Kings Sheriff's Department,1997,1,Kings County,06,031,06031,0,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
Lake Sheriff's Department,1997,1,Lake County,06,033,06033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,1997,1,Lassen County,06,035,06035,2,NA,NA,NA,NA,NA,0,0,77,1852,0
Los Angeles Sheriff's Department,1997,1,Los Angeles County,06,037,06037,52,NA,NA,NA,NA,NA,998,1735,86556,956954,17
Scapular House,1997,1,Los Angeles County,06,037,06037,0,NA,NA,NA,NA,NA,10,12,0,0,15
Madera Corrections Department,1997,1,Madera County,06,039,06039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,1997,1,Marin County,06,041,06041,0,NA,NA,NA,NA,NA,7,20,1250,9925,15
Modoc Sheriff's Department,1997,1,Modoc County,06,049,06049,0,NA,NA,NA,NA,NA,0,0,112,2373,0
Mono Sheriff's Department,1997,1,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,0,0,2203,4550,0
Monterey Sheriff's Department,1997,1,Monterey County,06,053,06053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,1997,1,Napa County,06,055,06055,0,NA,NA,NA,NA,NA,NA,NA,5000,15000,10
Nevada Sheriff's Department,1997,1,Nevada County,06,057,06057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Orange Sheriff's Department,1997,1,Orange County,06,059,06059,0,NA,NA,NA,NA,NA,0,0,14414,213375,8.8
Placer Sheriff's Department,1997,1,Placer County,06,061,06061,0,NA,NA,NA,NA,NA,5,5,741,14651,NA
Plumas Sheriff's Department,1997,1,Plumas County,06,063,06063,0,NA,NA,NA,NA,NA,0,0,124,702,0
Riverside Sheriff's Department,1997,1,Riverside County,06,065,06065,12,NA,NA,NA,NA,NA,13,19,9121,156915,7.9
Sacramento Sheriff's Department,1997,1,Sacramento County,06,067,06067,3,NA,NA,NA,NA,NA,126,148,5653,74147,5
San Benito Sheriff's Department,1997,1,San Benito County,06,069,06069,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
San Bernardino Sheriff's Department,1997,1,San Bernardino County,06,071,06071,3,NA,NA,NA,NA,NA,102,215,10056,49880,16
San Diego Probation Department,1997,1,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,0,0,0,0,5.6
San Diego Sheriff's Department,1997,1,San Diego County,06,073,06073,15,NA,NA,NA,NA,NA,3,14,14913,48210,0
San Diego Work Furlough,1997,1,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,0,0,0,0,0
San Francisco Sheriff's Department,1997,1,San Francisco County,06,075,06075,24,NA,NA,NA,NA,NA,NA,NA,223,342,NA
San Joaquin Sheriff's Department,1997,1,San Joaquin County,06,077,06077,0,NA,NA,NA,NA,NA,35,39,NA,NA,11
San Luis Obispo Sheriff's Department,1997,1,San Luis Obispo County,06,079,06079,1,NA,NA,NA,NA,NA,2,1,875,21958,4.8
San Mateo Sheriff's Department,1997,1,San Mateo County,06,081,06081,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
Santa Clara Probation Department,1997,1,Santa Clara County,06,085,06085,0,NA,NA,NA,NA,NA,0,0,0,0,NA
Santa Clara Sheriff's Office,1997,1,Santa Clara County,06,085,06085,19,NA,NA,NA,NA,NA,222,NA,NA,NA,NA
Santa Cruz Sheriff's Department,1997,1,Santa Cruz County,06,087,06087,9,NA,NA,NA,NA,NA,10,22,7850,9850,6
Shasta Sheriff's Department,1997,1,Shasta County,06,089,06089,1,NA,NA,NA,NA,NA,3,14,903,5340,5
Siskiyou Sheriff's Department,1997,1,Siskiyou County,06,093,06093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solano Sheriff's Department,1997,1,Solano County,06,095,06095,5,NA,NA,NA,NA,NA,11,7,16000,0,11
Stanislaus Sheriff's Department,1997,1,Stanislaus County,06,099,06099,0,NA,NA,NA,NA,NA,23,0,0,0,11
Tehama Sheriff's Department,1997,1,Tehama County,06,103,06103,0,NA,NA,NA,NA,NA,2,NA,NA,NA,18
Trinity Sheriff's Department,1997,1,Trinity County,06,105,06105,2,NA,NA,NA,NA,NA,2,1,114,1569,0
Tulare Sheriff's Department,1997,1,Tulare County,06,107,06107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,1997,1,Ventura County,06,111,06111,5,NA,NA,NA,NA,NA,14,14,2358,86123,4
Ventura Work Furlough,1997,1,Ventura County,06,111,06111,0,NA,NA,NA,NA,NA,0,0,0,0,0
Yolo Sheriff's Department,1997,1,Yolo County,06,113,06113,0,NA,NA,NA,NA,NA,0,0,504,4328,6
Alameda Sheriff's Department,1996,4,Alameda County,06,001,06001,11,NA,NA,NA,NA,NA,227,193,5153,35353,2
Amador Sheriff's Department,1996,4,Amador County,06,005,06005,0,NA,NA,NA,NA,NA,5,9,NA,NA,0
Butte Sheriff's Department,1996,4,Butte County,06,007,06007,0,NA,NA,NA,NA,NA,NA,NA,372,4222,0
Calaveras Sheriff's Department,1996,4,Calaveras County,06,009,06009,1,NA,NA,NA,NA,NA,NA,NA,157,4515,4
Colusa Sheriff's Department,1996,4,Colusa County,06,011,06011,0,NA,NA,NA,NA,NA,0,0,135,NA,6
Contra Costa Sheriff's Department,1996,4,Contra Costa County,06,013,06013,18,NA,NA,NA,NA,NA,79,20,2896,32641,2
Del Norte Sheriff's Department,1996,4,Del Norte County,06,015,06015,1,NA,NA,NA,NA,NA,3,18,21,166,0
El Dorado Sheriff's Department,1996,4,El Dorado County,06,017,06017,0,NA,NA,NA,NA,NA,7,10,329,5878,2
Fresno Sheriff's Department,1996,4,Fresno County,06,019,06019,3,NA,NA,NA,NA,NA,60,94,6714,110942,7
Glenn Sheriff's Department,1996,4,Glenn County,06,021,06021,0,NA,NA,NA,NA,NA,0,0,357,4726,1.2
Humboldt Sheriff's Department,1996,4,Humboldt County,06,023,06023,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
Imperial Sheriff's Department,1996,4,Imperial County,06,025,06025,0,NA,NA,NA,NA,NA,2,5,NA,NA,21
Inyo Sheriff's Department,1996,4,Inyo County,06,027,06027,2,NA,NA,NA,NA,NA,0,2,NA,NA,3
Kern Sheriff's Department,1996,4,Kern County,06,029,06029,14,NA,NA,NA,NA,NA,NA,NA,4318,42555,NA
Kings Sheriff's Department,1996,4,Kings County,06,031,06031,0,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
Lake Sheriff's Department,1996,4,Lake County,06,033,06033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,1996,4,Lassen County,06,035,06035,0,NA,NA,NA,NA,NA,1,1,269,1765,0
Los Angeles Sheriff's Department,1996,4,Los Angeles County,06,037,06037,0,NA,NA,NA,NA,NA,816,1299,92204,1001534,17
Scapular House,1996,4,Los Angeles County,06,037,06037,0,NA,NA,NA,NA,NA,0,0,0,0,15
Madera Corrections Department,1996,4,Madera County,06,039,06039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,1996,4,Marin County,06,041,06041,0,NA,NA,NA,NA,NA,8,19,1325,10000,13
Mariposa Sheriff's Department,1996,4,Mariposa County,06,043,06043,0,NA,NA,NA,NA,NA,1,6,129,1349,0
Mendocino Sheriff's Department,1996,4,Mendocino County,06,045,06045,0,NA,NA,NA,NA,NA,1,0,716,8991,15
Merced Sheriff's Department,1996,4,Merced County,06,047,06047,0,NA,NA,NA,NA,NA,8,11,2230,31274,18
Modoc Sheriff's Department,1996,4,Modoc County,06,049,06049,0,NA,NA,NA,NA,NA,0,0,112,2373,0
Mono Sheriff's Department,1996,4,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,0,0,1953,4300,0
Monterey Sheriff's Department,1996,4,Monterey County,06,053,06053,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,1996,4,Napa County,06,055,06055,1,NA,NA,NA,NA,NA,NA,NA,5000,15000,20
Nevada Sheriff's Department,1996,4,Nevada County,06,057,06057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Orange Sheriff's Department,1996,4,Orange County,06,059,06059,9,NA,NA,NA,NA,NA,165,133,14414,213375,8.1
Placer Sheriff's Department,1996,4,Placer County,06,061,06061,0,NA,NA,NA,NA,NA,2,14,741,14899,NA
Plumas Sheriff's Department,1996,4,Plumas County,06,063,06063,0,NA,NA,NA,NA,NA,1,0,42,140,0
Riverside Sheriff's Department,1996,4,Riverside County,06,065,06065,2,NA,NA,NA,NA,NA,11,21,8928,155873,8.93
Sacramento Sheriff's Department,1996,4,Sacramento County,06,067,06067,6,NA,NA,NA,NA,NA,136,199,5331,76673,5
San Benito Sheriff's Department,1996,4,San Benito County,06,069,06069,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
San Bernardino Sheriff's Department,1996,4,San Bernardino County,06,071,06071,7,NA,NA,NA,NA,NA,114,230,9926,49978,10
San Diego Probation Department,1996,4,San Diego County,06,073,06073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76
San Diego Sheriff's Department,1996,4,San Diego County,06,073,06073,45,NA,NA,NA,NA,NA,20,37,14880,49980,NA
San Diego Work Furlough,1996,4,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,0,0,0,0,0
San Francisco Sheriff's Department,1996,4,San Francisco County,06,075,06075,10,NA,NA,NA,NA,NA,0,0,84,352,0
San Joaquin Sheriff's Department,1996,4,San Joaquin County,06,077,06077,0,NA,NA,NA,NA,NA,46,42,NA,NA,13
San Luis Obispo Sheriff's Department,1996,4,San Luis Obispo County,06,079,06079,1,NA,NA,NA,NA,NA,5,5,873,21814,5
San Mateo Sheriff's Department,1996,4,San Mateo County,06,081,06081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7
Santa Barbara Sheriff's Department,1996,4,Santa Barbara County,06,083,06083,0,NA,NA,NA,NA,NA,5,14,1415,17779,25
Santa Clara Probation Department,1996,4,Santa Clara County,06,085,06085,0,NA,NA,NA,NA,NA,0,0,0,0,NA
Santa Clara Sheriff's Office,1996,4,Santa Clara County,06,085,06085,23,NA,NA,NA,NA,NA,220,125,NA,NA,NA
Santa Cruz Sheriff's Department,1996,4,Santa Cruz County,06,087,06087,2,NA,NA,NA,NA,NA,17,20,2219,12798,3.6
Shasta Sheriff's Department,1996,4,Shasta County,06,089,06089,3,NA,NA,NA,NA,NA,3,6,899,3132,6
Siskiyou Sheriff's Department,1996,4,Siskiyou County,06,093,06093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solano Sheriff's Department,1996,4,Solano County,06,095,06095,21,NA,NA,NA,NA,NA,8,7,15000,NA,0
Sonoma Sheriff's Department,1996,4,Sonoma County,06,097,06097,6,NA,NA,NA,NA,NA,42,376,1269,29234,2.6
Stanislaus Sheriff's Department,1996,4,Stanislaus County,06,099,06099,4,NA,NA,NA,NA,NA,101,NA,NA,NA,4
Sutter Sheriff's Department,1996,4,Sutter County,06,101,06101,7,NA,NA,NA,NA,NA,3,NA,246,4305,6
Tehama Sheriff's Department,1996,4,Tehama County,06,103,06103,0,NA,NA,NA,NA,NA,1,NA,NA,NA,5
Trinity Sheriff's Department,1996,4,Trinity County,06,105,06105,1,NA,NA,NA,NA,NA,3,2,112,1504,0
Tulare Sheriff's Department,1996,4,Tulare County,06,107,06107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,1996,4,Tuolumne County,06,109,06109,0,NA,NA,NA,NA,NA,0,8,184,2376,0
Ventura Sheriff's Department,1996,4,Ventura County,06,111,06111,1,NA,NA,NA,NA,NA,16,33,1729,1633,5
Ventura Work Furlough,1996,4,Ventura County,06,111,06111,0,NA,NA,NA,NA,NA,0,0,0,0,0
Yolo Sheriff's Department,1996,4,Yolo County,06,113,06113,0,NA,NA,NA,NA,NA,NA,NA,503,3950,4
Yuba Sheriff's Department,1996,4,Yuba County,06,115,06115,0,NA,NA,NA,NA,NA,5,14,27,150,0
Alameda Sheriff's Department,1996,3,Alameda County,06,001,06001,3,NA,NA,NA,NA,NA,223,195,4984,36094,2
Amador Sheriff's Department,1996,3,Amador County,06,005,06005,1,NA,NA,NA,NA,NA,5,7,NA,NA,0
Butte Sheriff's Department,1996,3,Butte County,06,007,06007,0,NA,NA,NA,NA,NA,NA,NA,358,4278,0
Calaveras Sheriff's Department,1996,3,Calaveras County,06,009,06009,0,NA,NA,NA,NA,NA,0,0,170,4326,0
Colusa Sheriff's Department,1996,3,Colusa County,06,011,06011,0,NA,NA,NA,NA,NA,0,0,127,NA,5
Contra Costa Sheriff's Department,1996,3,Contra Costa County,06,013,06013,13,NA,NA,NA,NA,NA,77,0,3221,34922,0
Del Norte Sheriff's Department,1996,3,Del Norte County,06,015,06015,2,NA,NA,NA,NA,NA,3,16,27,152,2
El Dorado Sheriff's Department,1996,3,El Dorado County,06,017,06017,1,NA,NA,NA,NA,NA,8,12,350,6002,3
Fresno Sheriff's Department,1996,3,Fresno County,06,019,06019,1,NA,NA,NA,NA,NA,46,115,8221,110453,6
Glenn Sheriff's Department,1996,3,Glenn County,06,021,06021,0,NA,NA,NA,NA,NA,2,0,346,8598,5
Humboldt Sheriff's Department,1996,3,Humboldt County,06,023,06023,4,NA,NA,NA,NA,NA,3,NA,NA,NA,0
Imperial Sheriff's Department,1996,3,Imperial County,06,025,06025,0,NA,NA,NA,NA,NA,3,4,NA,NA,21
Inyo Sheriff's Department,1996,3,Inyo County,06,027,06027,0,NA,NA,NA,NA,NA,1,1,NA,NA,8
Kern Sheriff's Department,1996,3,Kern County,06,029,06029,7,NA,NA,NA,NA,NA,NA,NA,4318,42555,NA
Kings Sheriff's Department,1996,3,Kings County,06,031,06031,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
Lake Sheriff's Department,1996,3,Lake County,06,033,06033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,1996,3,Lassen County,06,035,06035,0,NA,NA,NA,NA,NA,0,0,58,1719,0
Los Angeles Sheriff's Department,1996,3,Los Angeles County,06,037,06037,NA,NA,NA,NA,NA,NA,975,1298,85003,1027686,17
Scapular House,1996,3,Los Angeles County,06,037,06037,0,NA,NA,NA,NA,NA,0,0,0,0,15
Madera Corrections Department,1996,3,Madera County,06,039,06039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,1996,3,Marin County,06,041,06041,0,NA,NA,NA,NA,NA,12,17,1230,9289,14
Mariposa Sheriff's Department,1996,3,Mariposa County,06,043,06043,0,NA,NA,NA,NA,NA,1,3,119,1311,0
Mendocino Sheriff's Department,1996,3,Mendocino County,06,045,06045,1,NA,NA,NA,NA,NA,NA,NA,671,8896,15
Merced Sheriff's Department,1996,3,Merced County,06,047,06047,0,NA,NA,NA,NA,NA,9,13,2252,32497,18
Modoc Sheriff's Department,1996,3,Modoc County,06,049,06049,0,NA,NA,NA,NA,NA,1,0,80,2270,0
Mono Sheriff's Department,1996,3,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,0,2,1925,4502,7
Monterey Sheriff's Department,1996,3,Monterey County,06,053,06053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,1996,3,Napa County,06,055,06055,1,NA,NA,NA,NA,NA,NA,NA,5000,15000,0
Nevada Sheriff's Department,1996,3,Nevada County,06,057,06057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Orange Sheriff's Department,1996,3,Orange County,06,059,06059,8,NA,NA,NA,NA,NA,175,135,14038,217096,5.1
Placer Sheriff's Department,1996,3,Placer County,06,061,06061,1,NA,NA,NA,NA,NA,0,4,774,15358,NA
Plumas Sheriff's Department,1996,3,Plumas County,06,063,06063,0,NA,NA,NA,NA,NA,1,0,110,702,0
Riverside Sheriff's Department,1996,3,Riverside County,06,065,06065,5,NA,NA,NA,NA,NA,84,NA,8977,154380,7
Sacramento Sheriff's Department,1996,3,Sacramento County,06,067,06067,2,NA,NA,NA,NA,NA,150,203,5174,77947,5
San Benito Sheriff's Department,1996,3,San Benito County,06,069,06069,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
San Bernardino Sheriff's Department,1996,3,San Bernardino County,06,071,06071,3,NA,NA,NA,NA,NA,101,212,9865,49944,10
San Diego Probation Department,1996,3,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,0,0,0,0,4
San Diego Sheriff's Department,1996,3,San Diego County,06,073,06073,2,NA,NA,NA,NA,NA,32,50,14573,53620,NA
San Diego Work Furlough,1996,3,San Diego County,06,073,06073,0,NA,NA,NA,NA,NA,0,0,0,0,0
San Francisco Sheriff's Department,1996,3,San Francisco County,06,075,06075,14,NA,NA,NA,NA,NA,NA,NA,125,294,NA
San Joaquin Sheriff's Department,1996,3,San Joaquin County,06,077,06077,0,NA,NA,NA,NA,NA,50,45,NA,NA,8
San Luis Obispo Sheriff's Department,1996,3,San Luis Obispo County,06,079,06079,0,NA,NA,NA,NA,NA,6,2,877,21680,5
San Mateo Sheriff's Department,1996,3,San Mateo County,06,081,06081,3,NA,NA,NA,NA,NA,39,105,NA,NA,4.8
Santa Barbara Sheriff's Department,1996,3,Santa Barbara County,06,083,06083,0,NA,NA,NA,NA,NA,8,11,1374,17462,25
Santa Clara Probation Department,1996,3,Santa Clara County,06,085,06085,0,NA,NA,NA,NA,NA,0,0,0,0,NA
Santa Clara Sheriff's Office,1996,3,Santa Clara County,06,085,06085,NA,NA,NA,NA,NA,NA,230,226,NA,NA,NA
Santa Cruz Sheriff's Department,1996,3,Santa Cruz County,06,087,06087,1,NA,NA,NA,NA,NA,13,12,NA,NA,NA
Shasta Sheriff's Department,1996,3,Shasta County,06,089,06089,10,NA,NA,NA,NA,NA,13,23,431,1767,2
Siskiyou Sheriff's Department,1996,3,Siskiyou County,06,093,06093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solano Sheriff's Department,1996,3,Solano County,06,095,06095,15,NA,NA,NA,NA,NA,10,4,17000,0,1
Sonoma Sheriff's Department,1996,3,Sonoma County,06,097,06097,7,NA,NA,NA,NA,NA,42,334,1220,29667,2
Stanislaus Sheriff's Department,1996,3,Stanislaus County,06,099,06099,3,NA,NA,NA,NA,NA,91,NA,NA,NA,5
Sutter Sheriff's Department,1996,3,Sutter County,06,101,06101,3,NA,NA,NA,NA,NA,2,NA,259,4224,6
Tehama Sheriff's Department,1996,3,Tehama County,06,103,06103,0,NA,NA,NA,NA,NA,3,NA,NA,NA,7
Trinity Sheriff's Department,1996,3,Trinity County,06,105,06105,1,NA,NA,NA,NA,NA,2,1,112,1956,0
Tulare Sheriff's Department,1996,3,Tulare County,06,107,06107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,1996,3,Tuolumne County,06,109,06109,0,NA,NA,NA,NA,NA,0,6,184,2376,0
Ventura Sheriff's Department,1996,3,Ventura County,06,111,06111,3,NA,NA,NA,NA,NA,16,27,1580,1210,3
Ventura Work Furlough,1996,3,Ventura County,06,111,06111,0,NA,NA,NA,NA,NA,0,0,0,0,0
Yolo Sheriff's Department,1996,3,Yolo County,06,113,06113,0,NA,NA,NA,NA,NA,NA,NA,390,3388,1
Yuba Sheriff's Department,1996,3,Yuba County,06,115,06115,0,NA,NA,NA,NA,NA,4,12,54,208,0
Alameda Sheriff's Department,1996,2,Alameda County,06,001,06001,3,NA,NA,NA,NA,NA,78,NA,4963,37116,2.5
Amador Sheriff's Department,1996,2,Amador County,06,005,06005,0,NA,NA,NA,NA,NA,5,5,NA,NA,0
Butte Sheriff's Department,1996,2,Butte County,06,007,06007,1,NA,NA,NA,NA,NA,NA,NA,369,4430,0
Calaveras Sheriff's Department,1996,2,Calaveras County,06,009,06009,0,NA,NA,NA,NA,NA,0,0,170,4326,0
Colusa Sheriff's Department,1996,2,Colusa County,06,011,06011,0,NA,NA,NA,NA,NA,0,0,127,NA,5
Contra Costa Sheriff's Department,1996,2,Contra Costa County,06,013,06013,10,NA,NA,NA,NA,NA,101,NA,3027,33155,4
Del Norte Sheriff's Department,1996,2,Del Norte County,06,015,06015,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
El Dorado Sheriff's Department,1996,2,El Dorado County,06,017,06017,0,NA,NA,NA,NA,NA,7,10,359,6557,3
Fresno Sheriff's Department,1996,2,Fresno County,06,019,06019,0,NA,NA,NA,NA,NA,52,124,7246,113540,1
Glenn Sheriff's Department,1996,2,Glenn County,06,021,06021,0,NA,NA,NA,NA,NA,1,0,1281,8311,5
Humboldt Sheriff's Department,1996,2,Humboldt County,06,023,06023,0,NA,NA,NA,NA,NA,5,NA,NA,NA,0
Imperial Sheriff's Department,1996,2,Imperial County,06,025,06025,1,NA,NA,NA,NA,NA,3,4,NA,NA,21
Inyo Sheriff's Department,1996,2,Inyo County,06,027,06027,2,NA,NA,NA,NA,NA,1,4,NA,NA,3
Kern Sheriff's Department,1996,2,Kern County,06,029,06029,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,1996,2,Kings County,06,031,06031,0,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
Lake Sheriff's Department,1996,2,Lake County,06,033,06033,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
Lassen Sheriff's Department,1996,2,Lassen County,06,035,06035,0,NA,NA,NA,NA,NA,0,0,180,1400,0
Los Angeles Sheriff's Department,1996,2,Los Angeles County,06,037,06037,17,NA,NA,NA,NA,NA,975,1298,90096,1057407,17
Scapular House,1996,2,Los Angeles County,06,037,06037,0,NA,NA,NA,NA,NA,0,0,0,0,15
